商品ID,商品名称,商品类别,价格,库存,销量,评分,评论数,上架周期,上架日期
PROD010042,充电宝,外设产品,128.58,52,36,4.2,14,28,2024/5/21
PROD010043,机械键盘,外设产品,165.42,57,24,4,18,2,2024/6/16
PROD010044,耳机,手机通讯,262.94,51,24,4.4,19,6,2024/6/12
PROD010045,打印机,手机通讯,248.82,41,32,4.3,17,16,2024/6/2
PROD010046,显示器,电脑办公,152.68,47,32,3.8,15,18,2024/5/31
PROD010047,内存条,存储设备,110.23,55,33,4,23,15,2024/6/3
PROD010048,平板电脑,手机通讯,116.73,45,37,4.1,14,26,2024/5/23
PROD010049,蓝牙音箱,电源配件,120.97,48,31,4.6,17,9,2024/6/9
PROD010050,智能手机,数码配件,130.45,55,28,4.5,19,27,2024/5/22
PROD010051,数码相机,外设产品,156.6,53,28,4.6,23,13,2024/6/5
PROD010052,无线耳机,外设产品,176.82,49,35,4.5,17,4,2024/6/14
PROD010053,电视,影音娱乐,165.33,46,28,4.6,8,22,2024/5/27
PROD010054,机械键盘,家用电器,110.45,50,32,3.7,22,16,2024/6/2
PROD010055,固态硬盘,投影设备,339.14,52,34,3.7,20,19,2024/5/30
PROD010056,电视,电脑办公,87.25,63,27,4.6,19,29,2024/5/20
PROD010057,平板电脑,数码配件,50,46,28,3.2,15,17,2024/6/1
PROD010058,内存条,家用电器,411.66,48,27,5,19,20,2024/5/29
PROD010059,内存条,手机通讯,273.15,43,37,3.4,21,25,2024/5/24
PROD010060,显示器,数码配件,553.84,34,26,4.8,23,7,2024/6/11
PROD010061,显示器,电源配件,304.26,53,32,4.6,21,2,2024/6/16
PROD010062,鼠标,家用电器,452.95,46,23,4,14,4,2024/6/14
PROD010063,内存条,电脑办公,120.23,36,26,3.1,21,16,2024/6/2
PROD010064,机械键盘,电脑办公,107.71,54,37,4.3,15,19,2024/5/30
PROD010065,无线耳机,外设产品,115.65,62,32,4.9,25,18,2024/5/31
PROD010066,鼠标,影音娱乐,100.01,51,26,4.5,18,17,2024/6/1
PROD010067,笔记本电脑,电源配件,106.91,65,34,3.5,14,11,2024/6/7
PROD010068,充电器,存储设备,83.41,55,26,3.8,12,3,2024/6/15
PROD010069,数据线,手机通讯,126.52,58,24,3.9,19,13,2024/6/5
PROD010070,路由器,存储设备,566.21,53,25,4.5,16,6,2024/6/12
PROD010071,蓝牙音箱,外设产品,73.8,44,17,3.5,23,16,2024/6/2
PROD010072,智能手表,电源配件,280.57,61,32,4.7,20,26,2024/5/23
PROD010073,智能手表,电源配件,139.22,48,34,3.6,17,13,2024/6/5
PROD010074,投影仪,存储设备,110.83,53,31,4.6,20,28,2024/5/21
PROD010075,固态硬盘,智能家居,122.97,48,28,4.1,20,28,2024/5/21
PROD010076,电视,投影设备,55.8,45,35,4.1,20,20,2024/5/29
PROD010077,智能手机,电脑办公,313.55,47,39,4.7,16,30,2024/5/19
PROD010078,智能手机,影音娱乐,121.05,53,21,3.6,16,21,2024/5/28
PROD010079,智能手机,家用电器,82.08,49,17,4.3,24,23,2024/5/26
PROD010080,数码相机,手机通讯,167.46,41,38,4.2,28,24,2024/5/25
PROD010081,无线耳机,投影设备,223.92,53,27,4.2,19,11,2024/6/7
PROD010082,数据线,数码配件,149.97,58,36,3.7,14,26,2024/5/23
PROD010083,固态硬盘,智能家居,192.48,48,27,3.4,24,27,2024/5/22
PROD010084,蓝牙音箱,投影设备,75.57,39,27,4.3,19,23,2024/5/26
PROD010085,智能手机,投影设备,129.33,54,42,4.9,18,6,2024/6/12
PROD010086,显示器,存储设备,76.34,49,34,4,12,25,2024/5/24
PROD010087,智能手表,家用电器,149.18,56,30,3.8,17,15,2024/6/3
PROD010088,智能手表,影音娱乐,156.29,54,34,4.3,23,12,2024/6/6
PROD010089,机械键盘,电源配件,110.73,45,22,4.5,22,11,2024/6/7
PROD010090,固态硬盘,电脑办公,360.95,40,23,4.6,29,12,2024/6/6
PROD010091,路由器,手机通讯,126.94,46,34,4,17,28,2024/5/21
PROD010092,平板电脑,投影设备,188.11,52,35,3.9,19,12,2024/6/6
PROD010093,蓝牙音箱,外设产品,283.13,48,26,4.4,20,25,2024/5/24
PROD010094,平板电脑,家用电器,95.34,53,32,3.9,18,11,2024/6/7
PROD010095,电视,家用电器,225.22,67,26,3,22,5,2024/6/13
PROD010096,内存条,外设产品,209.94,47,35,5,28,7,2024/6/11
PROD010097,数码相机,家用电器,168.03,36,30,4,17,29,2024/5/20
PROD010098,显示器,电源配件,228.46,43,21,3.9,21,19,2024/5/30
PROD010099,平板电脑,外设产品,97.7,55,25,4,22,23,2024/5/26
PROD010100,充电宝,存储设备,236.79,36,29,5,22,12,2024/6/6
PROD010101,蓝牙音箱,投影设备,184.27,45,29,3.7,16,15,2024/6/3
PROD010102,打印机,外设产品,211.86,55,30,4.2,21,19,2024/5/30
PROD010103,智能手机,存储设备,129.64,46,37,4.8,34,10,2024/6/8
PROD010104,平板电脑,智能家居,110.53,40,25,3.9,10,13,2024/6/5
PROD010105,电视,影音娱乐,84.36,54,35,3.6,18,11,2024/6/7
PROD010106,固态硬盘,家用电器,135.07,49,16,4.1,22,24,2024/5/25
PROD010107,固态硬盘,电脑办公,120.18,51,28,4.2,11,16,2024/6/2
PROD010108,蓝牙音箱,家用电器,100.06,45,30,3.8,19,12,2024/6/6
PROD010109,充电宝,数码配件,294.65,49,33,3.9,37,11,2024/6/7
PROD010110,充电宝,手机通讯,220.77,48,40,4.4,22,24,2024/5/25
PROD010111,蓝牙音箱,家用电器,267.46,61,25,4.3,14,13,2024/6/5
PROD010112,打印机,数码配件,99.31,51,21,4.6,25,16,2024/6/2
PROD010113,机械键盘,数码配件,216.76,42,30,4.3,17,4,2024/6/14
PROD010114,机械键盘,家用电器,107.36,46,31,3.5,20,5,2024/6/13
PROD010115,鼠标,影音娱乐,112.38,44,32,4.1,24,2,2024/6/16
PROD010116,智能手机,家用电器,171.27,52,24,5,19,23,2024/5/26
PROD010117,充电器,存储设备,192.43,49,30,4,18,11,2024/6/7
PROD010118,智能手机,数码配件,103.85,52,34,4.9,15,5,2024/6/13
PROD010119,笔记本电脑,数码配件,136.81,48,33,4.5,18,12,2024/6/6
PROD010120,耳机,存储设备,86.47,52,29,4.1,19,13,2024/6/5
PROD010121,平板电脑,投影设备,170.85,48,33,4.3,20,29,2024/5/20
PROD010122,笔记本电脑,外设产品,67.56,45,40,3.5,13,11,2024/6/7
PROD010123,智能手机,手机通讯,181.7,55,33,4.8,12,21,2024/5/28
PROD010124,路由器,家用电器,213.58,48,37,5,22,19,2024/5/30
PROD010125,充电器,电脑办公,101.34,51,37,5,22,4,2024/6/14
PROD010126,充电器,手机通讯,128,42,27,4.3,21,25,2024/5/24
PROD010127,无线耳机,外设产品,130.7,49,25,3.9,17,13,2024/6/5
PROD010128,投影仪,手机通讯,198.48,47,27,4.5,26,7,2024/6/11
PROD010129,数据线,家用电器,74.29,46,25,3.9,25,5,2024/6/13
PROD010130,充电器,智能家居,71.18,60,36,4.2,22,1,2024/6/17
PROD010131,电视,电源配件,117.56,73,22,4.3,26,20,2024/5/29
PROD010132,固态硬盘,存储设备,653.13,57,29,5,20,8,2024/6/10
PROD010133,智能手机,手机通讯,222.95,45,31,3.3,22,2,2024/6/16
PROD010134,平板电脑,家用电器,249.58,47,24,4.2,20,11,2024/6/7
PROD010135,固态硬盘,智能家居,112.07,41,22,4.4,23,16,2024/6/2
PROD010136,充电器,手机通讯,152.06,49,24,3.3,13,23,2024/5/26
PROD010137,固态硬盘,数码配件,160.25,44,41,4.1,16,16,2024/6/2
PROD010138,打印机,数码配件,548.46,52,35,4.1,18,27,2024/5/22
PROD010139,打印机,影音娱乐,158.36,55,23,3.7,17,30,2024/5/19
PROD010140,蓝牙音箱,家用电器,199.07,48,31,4.2,19,24,2024/5/25
PROD010141,机械键盘,电源配件,151.53,38,33,3.3,17,1,2024/6/17
PROD010142,耳机,投影设备,115.93,49,32,3.8,18,10,2024/6/8
PROD010143,固态硬盘,数码配件,240.46,53,29,4,26,21,2024/5/28
PROD010144,鼠标,影音娱乐,99.88,44,27,3.8,18,15,2024/6/3
PROD010145,机械键盘,电源配件,165.24,53,33,4.3,17,2,2024/6/16
PROD010146,智能手机,智能家居,205.92,58,25,4.3,22,26,2024/5/23
PROD010147,数据线,电源配件,84.7,44,34,4.2,22,10,2024/6/8
PROD010148,投影仪,智能家居,249.92,55,40,4.4,17,23,2024/5/26
PROD010149,投影仪,数码配件,307.87,51,27,4.8,13,12,2024/6/6
PROD010150,耳机,电脑办公,146.15,44,21,4.5,19,25,2024/5/24
PROD010151,数码相机,手机通讯,204.69,56,33,4.6,19,7,2024/6/11
PROD010152,数码相机,外设产品,211.61,35,25,4.1,20,16,2024/6/2
PROD010153,无线耳机,家用电器,95.31,62,35,4.2,24,21,2024/5/28
PROD010154,显示器,存储设备,356.58,43,26,4,18,26,2024/5/23
PROD010155,充电宝,电脑办公,125.56,52,27,3.9,24,8,2024/6/10
PROD010156,固态硬盘,数码配件,141.11,58,30,3.6,29,16,2024/6/2
PROD010157,充电器,手机通讯,171.72,39,24,4.4,17,23,2024/5/26
PROD010158,充电器,投影设备,190.31,46,34,3.8,11,19,2024/5/30
PROD010159,内存条,数码配件,112.32,65,31,4.5,18,7,2024/6/11
PROD010160,打印机,影音娱乐,138.76,52,30,3.6,25,5,2024/6/13
PROD010161,笔记本电脑,手机通讯,219.75,52,29,4.6,32,19,2024/5/30
PROD010162,鼠标,存储设备,83.91,61,19,4.6,24,26,2024/5/23
PROD010163,投影仪,投影设备,223.91,45,42,4.4,24,7,2024/6/11
PROD010164,智能手机,投影设备,279.37,42,25,4,19,28,2024/5/21
PROD010165,电视,存储设备,132.83,52,32,4.5,16,2,2024/6/16
PROD010166,数码相机,智能家居,203.15,58,37,4.7,28,5,2024/6/13
PROD010167,打印机,智能家居,187.32,48,34,4.2,22,20,2024/5/29
PROD010168,充电宝,影音娱乐,208.91,57,22,3.4,19,24,2024/5/25
PROD010169,智能手表,手机通讯,363.04,42,29,4.3,16,17,2024/6/1
PROD010170,投影仪,外设产品,63.15,53,31,4.8,15,24,2024/5/25
PROD010171,固态硬盘,电源配件,90.41,55,27,3.9,19,6,2024/6/12
PROD010172,充电宝,存储设备,83.97,54,32,4,16,9,2024/6/9
PROD010173,充电器,电脑办公,84.74,50,36,4.9,20,9,2024/6/9
PROD010174,充电器,电源配件,159.05,39,26,4.6,26,18,2024/5/31
PROD010175,数据线,智能家居,145.82,59,28,3.5,17,7,2024/6/11
PROD010176,内存条,电源配件,160.61,52,34,4.6,23,6,2024/6/12
PROD010177,打印机,电脑办公,59.46,57,30,4.8,12,19,2024/5/30
PROD010178,数据线,存储设备,114.96,50,24,5,15,20,2024/5/29
PROD010179,智能手表,手机通讯,309.14,56,21,4.3,19,9,2024/6/9
PROD010180,鼠标,电脑办公,151.03,43,20,3.7,25,30,2024/5/19
PROD010181,内存条,存储设备,174.53,54,17,4,24,23,2024/5/26
PROD010182,充电器,电源配件,201.64,56,28,4,21,16,2024/6/2
PROD010183,打印机,家用电器,127.9,45,32,4.5,22,29,2024/5/20
PROD010184,智能手机,影音娱乐,105.87,49,29,3.8,20,18,2024/5/31
PROD010185,充电器,投影设备,142.45,51,20,3.8,28,17,2024/6/1
PROD010186,内存条,外设产品,199.48,39,15,4.9,21,7,2024/6/11
PROD010187,内存条,电源配件,172.5,60,34,4.7,24,10,2024/6/8
PROD010188,固态硬盘,存储设备,202.12,56,36,3.5,20,15,2024/6/3
PROD010189,显示器,家用电器,103.71,55,24,4.4,14,27,2024/5/22
PROD010190,电视,外设产品,172.29,44,29,3.5,15,30,2024/5/19
PROD010191,智能手表,家用电器,203.15,51,30,4,18,22,2024/5/27
PROD010192,智能手表,电脑办公,136.25,59,27,4.5,15,22,2024/5/27
PROD010193,数据线,存储设备,99.2,46,23,4.8,22,27,2024/5/22
PROD010194,路由器,家用电器,255.39,49,29,3.8,13,3,2024/6/15
PROD010195,智能手机,智能家居,93.74,57,27,3.9,21,24,2024/5/25
PROD010196,鼠标,数码配件,294.45,54,30,4.5,19,28,2024/5/21
PROD010197,智能手机,手机通讯,146.13,41,22,5,20,26,2024/5/23
PROD010198,内存条,外设产品,94.07,53,36,3.7,10,18,2024/5/31
PROD010199,投影仪,智能家居,123.4,54,34,3.2,23,11,2024/6/7
PROD010200,充电宝,投影设备,87.5,55,32,4.3,14,21,2024/5/28
PROD010201,数据线,手机通讯,53.92,42,21,3.9,18,1,2024/6/17
PROD010202,打印机,投影设备,70.07,46,30,3.8,21,9,2024/6/9
PROD010203,平板电脑,手机通讯,86.65,45,34,4.4,15,25,2024/5/24
PROD010204,机械键盘,投影设备,500.69,52,23,4.6,18,14,2024/6/4
PROD010205,内存条,家用电器,175.5,52,26,5,22,18,2024/5/31
PROD010206,内存条,数码配件,105.79,59,27,5,21,22,2024/5/27
PROD010207,耳机,智能家居,362.48,66,23,4,16,4,2024/6/14
PROD010208,平板电脑,智能家居,82.41,45,28,4.6,21,27,2024/5/22
PROD010209,固态硬盘,数码配件,193.38,44,34,3.8,15,21,2024/5/28
PROD010210,无线耳机,投影设备,126.93,52,33,4.4,14,3,2024/6/15
PROD010211,平板电脑,家用电器,156.59,62,34,5,16,18,2024/5/31
PROD010212,平板电脑,外设产品,135.18,61,26,5,31,4,2024/6/14
PROD010213,数据线,手机通讯,134.5,65,29,4.8,38,29,2024/5/20
PROD010214,笔记本电脑,家用电器,82.5,52,37,4.4,13,17,2024/6/1
PROD010215,笔记本电脑,影音娱乐,239.4,48,27,4,26,6,2024/6/12
PROD010216,电视,电脑办公,94.16,57,37,4.9,20,6,2024/6/12
PROD010217,路由器,智能家居,139.09,51,41,4,19,7,2024/6/11
PROD010218,投影仪,家用电器,123.28,51,30,3.8,20,13,2024/6/5
PROD010219,显示器,存储设备,173.31,61,26,3.7,14,3,2024/6/15
PROD010220,无线耳机,数码配件,74.27,52,35,3.8,28,6,2024/6/12
PROD010221,数码相机,投影设备,175.21,52,32,4.7,23,8,2024/6/10
PROD010222,蓝牙音箱,电脑办公,93.11,41,21,3.3,17,14,2024/6/4
PROD010223,耳机,电脑办公,84.97,48,32,4.8,14,1,2024/6/17
PROD010224,内存条,手机通讯,61.05,51,31,4.3,21,2,2024/6/16
PROD010225,机械键盘,电脑办公,274.09,56,33,3.9,23,8,2024/6/10
PROD010226,蓝牙音箱,手机通讯,143.01,53,31,3.7,17,10,2024/6/8
PROD010227,内存条,外设产品,258.55,49,35,4.7,12,2,2024/6/16
PROD010228,路由器,数码配件,164.82,37,39,4.4,17,29,2024/5/20
PROD010229,鼠标,电脑办公,151.99,49,30,4.1,28,19,2024/5/30
PROD010230,数据线,外设产品,163.04,52,34,5,20,18,2024/5/31
PROD010231,固态硬盘,智能家居,115.22,50,30,4.5,12,7,2024/6/11
PROD010232,鼠标,家用电器,360.1,54,37,3.8,22,29,2024/5/20
PROD010233,电视,电源配件,216,42,36,4.1,12,4,2024/6/14
PROD010234,打印机,外设产品,149.98,46,25,3.9,21,10,2024/6/8
PROD010235,充电宝,手机通讯,145.25,46,21,4.5,19,19,2024/5/30
PROD010236,耳机,数码配件,289.67,34,27,4.3,22,19,2024/5/30
PROD010237,充电宝,电源配件,87.14,48,27,5,17,28,2024/5/21
PROD010238,蓝牙音箱,家用电器,479.22,64,36,5,20,30,2024/5/19
PROD010239,电视,存储设备,161.11,43,29,3.9,17,5,2024/6/13
PROD010240,内存条,智能家居,421.41,60,22,3.9,16,9,2024/6/9
PROD010241,打印机,外设产品,439.68,43,21,4.3,25,17,2024/6/1
PROD010242,耳机,家用电器,153.18,63,29,4.3,23,16,2024/6/2
PROD010243,蓝牙音箱,电脑办公,106.88,54,38,4.4,14,9,2024/6/9
PROD010244,打印机,投影设备,134.43,53,16,3.7,20,20,2024/5/29
PROD010245,电视,手机通讯,68.67,38,29,3.8,19,23,2024/5/26
PROD010246,路由器,家用电器,144.57,46,28,4.6,20,3,2024/6/15
PROD010247,机械键盘,存储设备,180.23,52,29,4.5,17,16,2024/6/2
PROD010248,数据线,数码配件,200.88,47,32,4.6,20,20,2024/5/29
PROD010249,显示器,投影设备,154.66,48,33,4.2,17,26,2024/5/23
PROD010250,数码相机,手机通讯,328.04,49,24,3.9,28,8,2024/6/10
PROD010251,路由器,外设产品,70.73,57,38,4.6,24,16,2024/6/2
PROD010252,蓝牙音箱,影音娱乐,165.36,50,31,3.6,7,10,2024/6/8
PROD010253,显示器,数码配件,270.26,46,19,4.9,9,15,2024/6/3
PROD010254,打印机,投影设备,275.79,61,24,4.1,20,24,2024/5/25
PROD010255,电视,智能家居,404.25,42,20,3.5,15,30,2024/5/19
PROD010256,显示器,存储设备,194.97,43,30,4.9,21,22,2024/5/27
PROD010257,显示器,电源配件,119.51,52,30,5,14,20,2024/5/29
PROD010258,数据线,外设产品,221.81,50,23,3.6,13,13,2024/6/5
PROD010259,路由器,存储设备,84.37,51,26,3.7,18,23,2024/5/26
PROD010260,充电器,电源配件,131.32,66,33,5,22,13,2024/6/5
PROD010261,数码相机,电源配件,131,47,33,3.9,17,13,2024/6/5
PROD010262,显示器,数码配件,152.09,51,19,4.3,24,18,2024/5/31
PROD010263,无线耳机,存储设备,100.18,37,32,4.7,21,1,2024/6/17
PROD010264,平板电脑,电脑办公,194.81,53,24,4.7,19,11,2024/6/7
PROD010265,打印机,手机通讯,103.21,57,29,4,19,21,2024/5/28
PROD010266,投影仪,存储设备,266.59,54,33,4.1,21,20,2024/5/29
PROD010267,智能手表,影音娱乐,114.59,55,27,4.7,22,4,2024/6/14
PROD010268,数据线,影音娱乐,197.27,54,26,3.7,23,3,2024/6/15
PROD010269,固态硬盘,家用电器,383.64,33,39,4.9,19,20,2024/5/29
PROD010270,固态硬盘,电源配件,159.74,53,29,3.4,16,29,2024/5/20
PROD010271,电视,手机通讯,341.13,62,30,4.7,17,25,2024/5/24
PROD010272,平板电脑,电脑办公,160.46,45,22,3.5,13,25,2024/5/24
PROD010273,数码相机,手机通讯,300.31,38,42,3.9,17,7,2024/6/11
PROD010274,智能手机,电源配件,275.51,48,28,4.1,24,6,2024/6/12
PROD010275,路由器,外设产品,162.74,56,30,3.9,18,25,2024/5/24
PROD010276,显示器,数码配件,134.57,50,24,4.5,23,8,2024/6/10
PROD010277,充电宝,影音娱乐,139.43,54,32,3.8,18,22,2024/5/27
PROD010278,电视,手机通讯,132.3,52,29,4.3,16,15,2024/6/3
PROD010279,数码相机,手机通讯,94.32,45,28,3.3,22,7,2024/6/11
PROD010280,路由器,智能家居,180.96,52,34,3.1,16,29,2024/5/20
PROD010281,投影仪,投影设备,69.15,52,21,4.1,23,3,2024/6/15
PROD010282,无线耳机,手机通讯,273.33,37,26,4.1,17,1,2024/6/17
PROD010283,数码相机,投影设备,212.55,55,23,4,19,2,2024/6/16
PROD010284,智能手表,智能家居,180.03,52,34,4,13,13,2024/6/5
PROD010285,投影仪,存储设备,179.62,39,30,4.4,14,22,2024/5/27
PROD010286,智能手表,手机通讯,56.23,28,29,4.5,19,1,2024/6/17
PROD010287,机械键盘,家用电器,131.48,55,26,4.9,19,3,2024/6/15
PROD010288,蓝牙音箱,外设产品,179.93,51,30,2.9,28,29,2024/5/20
PROD010289,无线耳机,电脑办公,425.32,45,33,5,27,1,2024/6/17
PROD010290,鼠标,投影设备,248.88,43,20,3.3,18,24,2024/5/25
PROD010291,显示器,手机通讯,133.44,56,30,2.9,24,24,2024/5/25
PROD010292,智能手表,手机通讯,56.64,45,27,4,15,8,2024/6/10
PROD010293,打印机,存储设备,207.75,54,28,3.5,17,15,2024/6/3
PROD010294,无线耳机,投影设备,157.75,55,32,5,25,23,2024/5/26
PROD010295,无线耳机,智能家居,193.77,53,31,4.7,17,11,2024/6/7
PROD010296,平板电脑,存储设备,246.3,57,26,4,20,1,2024/6/17
PROD010297,内存条,投影设备,207.14,46,29,4.2,20,13,2024/6/5
PROD010298,数据线,数码配件,145.16,65,31,4.4,10,18,2024/5/31
PROD010299,数码相机,电脑办公,283.99,51,32,4.8,13,9,2024/6/9
PROD010300,充电宝,电源配件,74.16,47,32,4.2,20,8,2024/6/10
PROD010301,显示器,手机通讯,113.02,51,35,4.7,19,13,2024/6/5
PROD010302,数据线,投影设备,228.53,48,22,4.5,25,18,2024/5/31
PROD010303,鼠标,投影设备,172.28,47,22,4.8,18,26,2024/5/23
PROD010304,鼠标,外设产品,50,54,31,3.8,17,29,2024/5/20
PROD010305,数据线,存储设备,50,44,23,4.1,30,1,2024/6/17
PROD010306,投影仪,手机通讯,165.84,44,29,4.9,20,20,2024/5/29
PROD010307,充电宝,家用电器,75.27,51,29,4.3,21,17,2024/6/1
PROD010308,数码相机,投影设备,133.06,47,26,4.3,14,14,2024/6/4
PROD010309,平板电脑,家用电器,135.51,39,39,4.2,23,14,2024/6/4
PROD010310,内存条,数码配件,76.07,55,39,4.1,21,1,2024/6/17
PROD010311,笔记本电脑,电源配件,108.22,60,27,4.6,14,5,2024/6/13
PROD010312,耳机,数码配件,113.08,51,29,4.3,24,17,2024/6/1
PROD010313,充电器,电脑办公,131.54,57,23,4.4,22,5,2024/6/13
PROD010314,平板电脑,外设产品,85.35,55,34,3.9,24,1,2024/6/17
PROD010315,无线耳机,智能家居,71.79,36,21,4.1,26,11,2024/6/7
PROD010316,电视,影音娱乐,356.39,55,26,4,22,24,2024/5/25
PROD010317,智能手机,存储设备,166.54,50,35,4.6,17,19,2024/5/30
PROD010318,充电宝,外设产品,203.7,42,22,4.6,24,9,2024/6/9
PROD010319,内存条,电源配件,67.6,56,32,3.8,18,2,2024/6/16
PROD010320,投影仪,数码配件,74.79,44,33,4.7,24,21,2024/5/28
PROD010321,路由器,手机通讯,91.38,37,21,3.8,22,16,2024/6/2
PROD010322,充电宝,手机通讯,80.07,53,27,4.3,21,25,2024/5/24
PROD010323,投影仪,电脑办公,74.01,50,25,4.2,16,27,2024/5/22
PROD010324,无线耳机,电脑办公,95.79,38,21,3.9,23,1,2024/6/17
PROD010325,显示器,投影设备,145.77,65,34,3.3,18,21,2024/5/28
PROD010326,固态硬盘,投影设备,92.31,53,39,4.3,18,30,2024/5/19
PROD010327,机械键盘,电源配件,350.71,56,31,3.3,20,3,2024/6/15
PROD010328,投影仪,存储设备,123.57,58,29,4,12,30,2024/5/19
PROD010329,平板电脑,影音娱乐,164.14,58,36,4.3,26,27,2024/5/22
PROD010330,数码相机,存储设备,215.51,53,22,4.8,21,10,2024/6/8
PROD010331,机械键盘,电脑办公,154.32,50,39,3.9,23,5,2024/6/13
PROD010332,路由器,手机通讯,357.52,52,25,4,28,21,2024/5/28
PROD010333,显示器,存储设备,111.91,55,26,3.8,25,24,2024/5/25
PROD010334,投影仪,手机通讯,139.78,54,30,3.1,17,8,2024/6/10
PROD010335,充电器,手机通讯,166.71,52,41,4.3,16,24,2024/5/25
PROD010336,蓝牙音箱,外设产品,50,55,37,4.4,18,2,2024/6/16
PROD010337,蓝牙音箱,电脑办公,91.25,59,22,4.4,22,4,2024/6/14
PROD010338,机械键盘,投影设备,72.45,43,33,4.9,25,26,2024/5/23
PROD010339,数据线,家用电器,205.26,42,28,4.2,22,16,2024/6/2
PROD010340,笔记本电脑,电源配件,53.6,53,32,3.9,21,19,2024/5/30
PROD010341,电视,电源配件,282.17,45,23,4.2,16,15,2024/6/3
PROD010342,路由器,存储设备,114.64,46,26,4.6,16,2,2024/6/16
PROD010343,鼠标,投影设备,136.15,50,31,3.7,24,30,2024/5/19
PROD010344,打印机,影音娱乐,50,64,27,4.2,12,17,2024/6/1
PROD010345,充电器,外设产品,171.27,47,23,3.8,15,26,2024/5/23
PROD010346,智能手机,数码配件,315.53,34,22,4.1,22,12,2024/6/6
PROD010347,机械键盘,外设产品,84.62,35,28,4.3,13,30,2024/5/19
PROD010348,平板电脑,家用电器,142.28,48,30,4.4,25,1,2024/6/17
PROD010349,智能手表,外设产品,431.18,49,25,4.3,13,21,2024/5/28
PROD010350,显示器,智能家居,97.29,58,38,4.5,28,5,2024/6/13
